,Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Stn_No,xm,ym,Clus_Db
824,ST. ALBERT,45.287,-75.064,ON,-17.4,0.0,-8.2,-3.0,0.0,-34.5,0.0,60.0,0.0,156.0,60.0,0.0,100.0,0.0,14.0,,,,991.0,0.0,6107276,7220550.356550058,799978.6743779946,5
825,PETAWAWA HOFFMAN,45.883,-77.25,ON,-16.9,0.0,,-3.0,0.0,-29.5,0.0,36.2,0.0,,26.8,0.0,,45.0,10.0,,,,978.1,0.0,610FC98,6977478.361363744,894674.7261239644,5
826,BALDWIN,44.267,-79.319,ON,-14.8,1.0,,-1.5,1.0,-34.5,1.0,51.6,1.0,,51.6,1.0,,27.0,12.0,,,,886.5,0.0,6110480,6747416.166468739,640194.7007100256,5
827,BARRIE LANDFILL,44.385,-79.736,ON,-11.7,9.0,,21.0,5.0,-32.0,5.0,39.0,5.0,,39.0,5.0,,22.0,11.0,,,,563.6,0.0,6110556,6701047.903892026,658536.1140023582,-1
828,BEATRICE CLIMATE,45.14,-79.403,ON,-17.9,0.0,,-3.3,0.0,-36.5,0.0,,,,30.1,4.0,,72.0,9.0,,,,1004.8,0.0,6110607,6738075.797028825,776775.7989225024,5
829,COLDWATER WARMINSTER,44.631,-79.539,ON,-14.9,0.0,,-3.0,0.0,-29.0,0.0,70.6,0.0,,70.6,0.0,,48.0,14.0,,,,920.3,0.0,6111769,6722953.294126108,696892.563345898,5
830,COLLINGWOOD,44.5,-80.217,ON,-12.7,0.0,,-1.3,0.0,-29.1,0.0,,,,19.2,0.0,,,4.0,,,,860.7,0.0,6111792,6647563.169361095,676446.8278862657,5
831,LAGOON CITY,44.547,-79.217,ON,-15.8,0.0,,-3.8,0.0,-33.0,0.0,,,,,,,,,,,,946.1,0.0,6114295,6758758.043645776,683777.0262054559,5
832,MARKDALE,44.269,-80.712,ON,-15.9,1.0,,-3.5,1.0,-36.0,1.0,77.4,1.0,,77.4,1.0,,63.0,15.0,,,,915.6,0.0,6114979,6592521.7065901775,640505.265050536,5
833,MIDLAND WATER POLLUTION CONTROL PLANT,44.758,-79.875,ON,-16.0,16.0,-9.6,-3.0,16.0,-31.0,16.0,0.0,16.0,,0.0,16.0,,,0.0,,,,408.5,0.0,6115127,6685591.8163664555,716758.1046511065,5
834,MUSKOKA,44.975,-79.303,ON,-17.3,0.0,,-3.1,0.0,-35.4,0.0,,,,1.3,0.0,,,1.0,,,,988.0,0.0,6115529,6749195.284457294,750802.8990209466,5
835,ORILLIA BRAIN,44.603,-79.439,ON,-13.4,3.0,,21.5,3.0,-28.5,3.0,64.2,3.0,,64.2,3.0,,,11.0,,,,785.6,0.0,6115811,6734072.781554578,692518.6110663312,-1
836,PARRY SOUND CCG,45.344,-80.044,ON,-17.0,0.0,,-2.9,0.0,-34.8,0.0,,,,35.0,14.0,,47.0,7.0,,,,979.1,0.0,6116257,6666799.882612345,808991.881307234,5
837,RAVENSCLIFFE,45.354,-79.27,ON,-16.4,0.0,,-3.0,0.0,-33.0,0.0,54.0,0.0,,54.0,0.0,,0.0,11.0,,,,964.0,0.0,6116901,6752864.715308689,810574.0810922682,5
838,SHANTY BAY,44.399,-79.633,ON,-14.9,0.0,-8.4,-2.5,0.0,-30.0,0.0,52.8,0.0,104.0,52.9,0.0,76.0,53.0,14.0,,,,919.9,0.0,6117684,6712500.975943349,660714.6653802115,5
839,BARRIE-ORO,44.483,-79.55,ON,-16.0,0.0,,-3.9,0.0,-31.7,0.0,,,,32.6,0.0,,,11.0,,,,951.3,0.0,6117700,6721730.1505089775,673796.9348997669,5
840,UDORA,44.263,-79.161,ON,-13.7,0.0,-7.1,18.5,0.0,-30.5,0.0,46.0,0.0,166.0,46.0,0.0,100.0,30.0,14.0,,,,888.6,0.0,6119055,6764984.9566057185,639573.6037279237,-1
841,WIARTON A,44.744,-81.109,ON,-15.2,0.0,,-2.6,0.0,-34.3,0.0,74.3,0.0,,59.3,0.0,,42.0,17.0,,,,930.1,0.0,6119499,6548377.34149916,714566.0640380969,5
842,BORDEN AWOS,44.272,-79.912,ON,-15.3,2.0,,-2.2,2.0,-36.0,2.0,,,,18.0,6.0,,,4.0,,,,865.1,0.0,611B002,6681477.606017922,640971.131376218,5
843,EGBERT CS,44.233,-79.783,ON,-14.7,0.0,,-2.8,0.0,-29.3,0.0,,,,21.8,0.0,,13.0,6.0,,,,915.7,0.0,6.11E+03,6695821.744800647,634916.7227272261,5
844,COVE ISLAND (AUT),45.333,-81.733,ON,-12.4,0.0,,-1.3,0.0,-27.0,0.0,,,,,,,,,,,,850.7,0.0,61219J2,6478991.739945518,807251.7843111893,5
845,GODERICH,43.767,-81.717,ON,-12.9,0.0,,0.5,0.0,-31.1,0.0,,,,21.3,0.0,,11.0,10.0,,,,865.5,0.0,6122847,6480770.857934074,562882.3092406942,5
846,KINCARDINE,44.173,-81.623,ON,-14.0,12.0,,-4.5,12.0,-25.5,12.0,65.8,12.0,,65.8,12.0,,,11.0,,,,512.4,0.0,6124127,6491223.1761168325,625610.0769592356,-1
847,SARNIA,42.999,-82.309,ON,-11.9,1.0,,1.7,1.0,-28.0,0.0,,,,2.4,3.0,,,1.0,,,,808.6,0.0,6127510,6414943.492357542,445378.2214572672,5
848,SARNIA CLIMATE,43.0,-82.3,ON,-12.0,0.0,,1.8,0.0,-28.3,0.0,,,,19.9,0.0,,13.0,8.0,,,,841.1,0.0,6127519,6415944.246226104,445530.26002517156,5
849,TOBERMORY RCS,45.233,-81.633,ON,-14.4,0.0,,-2.2,0.0,-30.2,0.0,,,,41.3,0.0,,21.0,12.0,,,,907.7,0.0,6128330,6490111.2273739865,791448.1974889375,5
850,AMHERSTBURG,42.103,-83.094,ON,-8.9,16.0,-7.0,2.5,14.0,-24.0,16.0,30.0,14.0,,32.8,14.0,,,7.0,,,,322.4,0.0,6130257,6327655.516044068,310131.00883586146,-1
851,CHATHAM WPCP,42.39,-82.215,ON,-14.4,19.0,-12.0,-5.0,19.0,-26.0,19.0,2.0,19.0,,2.0,19.0,,,2.0,,,,291.5,0.0,6131415,6425395.810540302,353241.6076413635,-1
852,DELHI CS,42.867,-80.55,ON,-13.6,0.0,,0.8,0.0,-34.1,0.0,,,,49.6,0.0,,,12.0,,,,884.4,0.0,6131983,6610535.276224297,425330.80216854066,5
853,FORT ERIE,42.883,-78.967,ON,-13.6,9.0,-10.3,1.0,9.0,-27.5,9.0,93.0,9.0,,93.0,9.0,,40.0,10.0,,,,599.6,0.0,6132470,6786556.762216947,427758.50585493166,5
854,GRIMSBY MOUNTAIN,43.184,-79.558,ON,-11.1,0.0,,0.5,0.0,-26.7,0.0,73.2,0.0,,57.5,0.0,,39.0,9.0,,,,815.0,0.0,6133055,6720840.591514699,473547.60488790646,5
855,KINGSVILLE MOE,42.043,-82.674,ON,-10.3,3.0,-7.8,5.0,3.0,-24.0,3.0,29.5,3.0,,29.5,3.0,,0.0,10.0,,,,707.9,0.0,6134190,6374357.363243633,301143.0417718245,-1
856,LONG POINT (AUT),42.567,-80.05,ON,-11.1,0.0,,3.6,0.0,-24.1,0.0,,,,,,,,,,,,815.9,0.0,6134F10,6666132.713366637,379927.29150718544,-1
857,NEW GLASGOW,42.514,-81.636,ON,-11.9,0.0,-8.8,1.0,0.0,-29.0,0.0,55.0,0.0,332.0,56.0,0.0,105.0,0.0,10.0,,,,837.5,0.0,6135583,6489777.642751133,371928.7409482496,5
858,PORT COLBORNE,42.883,-79.25,ON,-10.9,2.0,-8.0,0.0,2.0,-26.0,2.0,80.0,2.0,,80.0,2.0,,20.0,17.0,,,,751.2,0.0,6136606,6755088.612794382,427758.50585493166,5
859,PORT WELLER (AUT),43.25,-79.217,ON,-9.7,0.0,,0.6,0.0,-21.2,0.0,,,,26.3,0.0,,13.0,10.0,,,,776.4,0.0,6136699,6758758.043645776,483617.8716126075,5
860,RAINHAM CENTURY FARM,42.85,-79.767,ON,-12.9,1.0,,0.5,1.0,-33.0,1.0,41.0,1.0,,41.0,1.0,,42.0,7.0,,,,833.4,0.0,6137135,6697600.862789202,422752.0563784698,5
861,RIDGETOWN RCS,42.45,-81.883,ON,-13.4,0.0,,2.7,0.0,-31.9,0.0,,,,37.5,0.0,,,8.0,,,,878.6,0.0,6137154,6462312.508802816,362279.14929110464,5
862,ST THOMAS WPCP,42.768,-81.205,ON,-11.3,7.0,-7.7,3.5,5.0,-32.0,2.0,73.5,2.0,,73.5,2.0,,39.0,13.0,,,,615.2,0.0,6137362,6537702.633567831,410323.3563502142,-1
863,TILLSONBURG NORTH,42.861,-80.741,ON,-12.6,0.0,,2.5,0.0,-31.5,0.0,70.4,0.0,,70.4,0.0,,37.0,12.0,,,,856.4,0.0,6138269,6589297.055235922,424420.57552288193,5
864,VINELAND STATION RCS,43.183,-79.4,ON,-10.6,1.0,,0.9,1.0,-23.1,0.0,,,,30.7,4.0,,,8.0,,,,773.2,0.0,6139148,6738409.381651679,473395.108864964,5
865,WELLAND-PELHAM,42.967,-79.333,ON,-13.1,0.0,,0.1,0.0,-31.9,0.0,,,,34.1,0.0,,,8.0,,,,871.9,0.0,6139449,6745859.438228753,440514.29307080526,5
866,WINDSOR RIVERSIDE,42.333,-82.933,ON,-9.1,0.0,,6.5,0.0,-23.5,0.0,46.2,0.0,,47.8,0.0,,26.0,9.0,,,,757.4,0.0,6139520,6345557.890803901,344663.9414198799,-1
867,WINDSOR A,42.276,-82.955,ON,-11.0,0.0,,4.4,0.0,-26.7,0.0,70.6,0.0,,58.4,0.0,,19.0,10.0,,,,811.1,0.0,6139527,6343111.603569638,336094.0454527158,-1
868,PORT COLBORNE (AUT),42.867,-79.25,ON,-11.9,0.0,,-0.2,0.0,-25.3,0.0,,,,,,,,,,,,836.1,0.0,613F606,6755088.612794382,425330.80216854066,5
869,ERIEAU (AUT),42.25,-81.9,ON,-10.9,0.0,,4.8,0.0,-25.1,0.0,,,,,,,,,,,,810.4,0.0,613KLLM,6460422.195939976,332187.5444887141,-1
870,POINT PELEE CS,41.949,-82.519,ON,-11.3,0.0,,6.2,0.0,-26.5,0.0,,,,,,,,,,,,820.4,0.0,613P001,6391592.5687577585,287078.94022651296,-1
871,BRANTFORD AIRPORT,43.133,-80.333,ON,-14.2,0.0,,0.8,0.0,-31.4,0.0,,,,19.9,0.0,,10.0,6.0,,,,901.2,0.0,6140942,6634664.563944072,465773.4898235835,5
872,ELORA RCS,43.65,-80.417,ON,-15.4,0.0,,-2.9,0.0,-31.2,0.0,,,,58.2,0.0,,,22.0,,,,933.8,0.0,6142286,6625324.194504159,544884.739709706,5
873,FERGUS SHAND DAM,43.735,-80.33,ON,-15.0,0.0,-8.7,-2.5,0.0,-32.0,0.0,52.8,0.0,173.0,52.8,0.0,95.0,33.0,12.0,,,,924.1,0.0,6142400,6634998.148566926,557956.4051989987,5
874,FERGUS MOE,43.702,-80.379,ON,-15.2,0.0,,-2.5,0.0,-30.0,0.0,57.3,0.0,,57.3,0.0,,36.0,15.0,,,,929.0,0.0,6142402,6629549.599726976,552879.3228126345,5
875,FOLDENS,43.018,-80.781,ON,-16.1,13.0,-11.6,-6.0,13.0,-28.0,13.0,19.2,13.0,,19.2,13.0,,26.0,6.0,,,,512.1,0.0,6142420,6584849.2602645345,448267.37751292996,-1
876,GUELPH TURFGRASS,43.55,-80.217,ON,-14.8,0.0,,-2.1,0.0,-32.7,0.0,,,,,,,,,,,,918.9,0.0,6143089,6647563.169361095,529529.9710537437,5
877,KITCHENER/WATERLOO,43.461,-80.379,ON,-14.8,0.0,,-1.6,0.0,-34.1,0.0,,,,7.5,1.0,,,2.0,,,,917.5,0.0,6144239,6629549.599726976,515885.6397669492,5
878,LONDON A,43.033,-81.151,ON,-13.6,0.0,,0.4,0.0,-30.5,0.0,,,,,,,,,,,,884.1,0.0,6144473,6543707.156779204,450548.9217299102,5
879,LONDON CS,43.033,-81.15,ON,-13.1,0.0,,0.5,0.0,-28.8,0.0,,,,34.7,0.0,,,10.0,,,,871.4,0.0,6144478,6543818.3516534865,450548.9217299102,5
880,MOUNT FOREST (AUT),43.983,-80.75,ON,-15.1,0.0,,-3.4,0.0,-31.5,0.0,,,,53.1,0.0,,26.0,19.0,,,,928.1,0.0,6145504,6588296.30136736,596201.3264102358,5
881,ROSEVILLE,43.354,-80.474,ON,-13.7,2.0,-8.3,12.0,2.0,-32.0,2.0,60.0,2.0,,60.0,2.0,,45.0,10.0,,,,822.9,0.0,6147188,6618986.086669931,499508.3424081309,-1
882,STRATFORD WWTP,43.369,-81.005,ON,-14.9,9.0,-9.9,-3.0,9.0,-32.0,9.0,37.3,9.0,,37.3,9.0,,,9.0,,,,624.6,0.0,6148105,6559941.608424767,501802.48283112794,5
883,STRATHROY-MULLIFARRY,42.981,-81.643,ON,-13.9,0.0,,2.0,0.0,-32.5,0.0,42.0,0.0,,43.2,0.0,,28.0,14.0,,,,892.0,0.0,6148122,6488999.27863114,442641.9502328932,5
884,WOODSTOCK,43.136,-80.771,ON,-12.8,14.0,-8.2,-1.5,14.0,-33.0,14.0,19.0,14.0,,19.0,14.0,,,7.0,,,,431.8,0.0,6149625,6585961.209007381,466230.6111588273,5
885,BELLEVILLE,44.151,-77.395,ON,-14.3,0.0,-9.2,-2.0,0.0,-33.0,0.0,51.1,0.0,178.0,51.1,0.0,88.0,40.0,15.0,,,,904.6,0.0,6150689,6961355.104592466,622200.0129250633,5
886,BLACKSTOCK,44.1,-78.833,ON,-14.5,0.0,,12.0,0.0,-31.0,0.0,57.2,0.0,,57.2,0.0,,35.0,11.0,,,,909.0,0.0,6150790,6801456.875371094,614299.7499845829,-1
887,BURLINGTON PIERS (AUT),43.3,-79.8,ON,-11.1,0.0,,0.6,0.0,-23.4,0.0,,,,,,,,,,,,815.9,0.0,6151061,6693931.431937807,491254.1283488469,5
888,CENTREVILLE,44.403,-76.908,ON,-14.8,2.0,-7.9,-2.5,1.0,-29.5,2.0,58.6,1.0,,58.6,1.0,,72.0,13.0,,,,852.8,0.0,6151309,7015507.008369105,661337.2043690905,5
889,COBOURG (AUT),43.95,-78.167,ON,-12.1,0.0,,-1.2,0.0,-24.7,0.0,,,,45.2,0.0,,3.0,11.0,,,,842.5,0.0,6151684,6875512.661644692,591103.0947516803,5
890,COBOURG STP,43.967,-78.183,ON,-11.1,20.0,-6.8,-2.0,20.0,-20.5,20.0,10.0,20.0,,10.0,20.0,,,2.0,,,,232.6,0.0,6151689,6873733.543656136,593729.1027992032,-1
891,GEORGETOWN WWTP,43.64,-79.879,ON,-16.3,19.0,-11.1,-3.5,19.0,-32.0,19.0,5.0,19.0,,5.0,19.0,,,3.0,,,,309.1,0.0,6152695,6685147.036869316,543348.1136327703,5
892,HAMILTON A,43.174,-79.935,ON,-13.6,0.0,,-0.7,0.0,-29.1,0.0,56.6,0.0,,55.0,0.0,,50.0,11.0,,,,885.5,0.0,6153193,6678920.123909375,472022.7570469165,5
893,HAMILTON RBG CS,43.292,-79.908,ON,-12.1,0.0,,0.4,0.0,-27.3,0.0,,,,36.0,0.0,,,6.0,,,,844.1,0.0,6153301,6681922.385515061,490031.90551885404,5
894,KALADAR,44.648,-77.117,ON,-14.6,0.0,,13.5,0.0,-28.5,0.0,64.9,0.0,,64.9,0.0,,85.0,12.0,,,,914.1,0.0,6153935,6992267.279643606,699549.2067918526,-1
895,OAKVILLE TWN,43.513,-79.69,ON,-12.7,3.0,,-1.0,2.0,-27.8,2.0,51.5,3.0,,32.2,2.0,,0.0,8.0,,,,766.4,0.0,6155750,6706162.868109122,523855.165154363,5
896,ORANGEVILLE MOE,43.918,-80.086,ON,-15.6,2.0,-9.1,-4.0,1.0,-34.0,1.0,68.5,1.0,,68.5,1.0,,23.0,14.0,,,,873.6,0.0,6155790,6662129.697892388,586162.0575632369,5
897,OSHAWA,43.923,-78.883,ON,-14.1,1.0,,-1.5,1.0,-26.2,1.0,,,,23.3,3.0,,,4.0,,,,866.0,0.0,6155875,6795897.13165686,586933.9193961779,5
898,OSHAWA WPCP,43.867,-78.833,ON,-10.9,0.0,-7.3,13.0,0.0,-25.0,0.0,60.5,0.0,243.0,60.5,0.0,107.0,13.0,13.0,,,,809.4,0.0,6155878,6801456.875371094,578292.7686059447,-1
899,POINT PETRE (AUT),43.833,-77.15,ON,-11.4,15.0,,0.1,13.0,-23.9,11.0,,,,31.3,19.0,,28.0,7.0,,,,381.7,0.0,6156559,6988597.848792211,573050.3159680078,5
900,MONO CENTRE,44.032,-80.024,ON,-15.4,0.0,,-4.3,0.0,-29.6,0.0,,,,39.9,3.0,,18.0,11.0,,,,934.1,0.0,6157000,6669023.780098039,603776.6589432713,5
901,TORONTO CITY,43.667,-79.4,ON,-11.1,0.0,,-0.7,0.0,-25.1,0.0,,,,31.9,0.0,,,6.0,,,,814.7,0.0,6158355,6738409.381651679,547497.5913181659,5
902,TORONTO CITY CENTRE,43.628,-79.396,ON,-10.9,0.0,,-0.7,0.0,-24.9,0.0,,,,3.0,0.0,,,1.0,,,,808.5,0.0,6158359,6738854.161148818,541504.4998945873,5
903,TORONTO INTL A,43.677,-79.631,ON,-12.6,0.0,,-1.4,0.0,-25.5,0.0,39.0,0.0,,31.2,1.0,,18.0,6.0,,,,856.8,0.0,6158731,6712723.365691918,549034.9085299233,5
904,TORONTO EAST YORK DUSTAN,43.697,-79.339,ON,-11.1,0.0,,-1.0,0.0,-25.5,0.0,44.4,0.0,,44.6,0.0,,27.0,7.0,,,,815.8,0.0,6158751,6745192.268983046,552110.3117467044,5
905,TRENTON A,44.117,-77.533,ON,-13.8,0.0,-8.1,-1.7,0.0,-26.9,0.0,86.4,0.0,249.0,73.3,0.0,130.0,29.0,12.0,,,,889.4,0.0,6158875,6946010.211941179,616932.4132188922,5
906,UXBRIDGE WEST,44.098,-79.164,ON,-14.8,0.0,,-3.3,0.0,-28.8,0.0,,,,29.0,0.0,,7.0,8.0,,,,919.0,0.0,6159123,6764651.371982864,613990.0746697783,5
907,MOUNTAINVIEW,44.052,-77.302,ON,-12.7,0.0,-7.4,0.0,0.0,-26.5,0.0,100.8,0.0,336.0,100.8,0.0,179.0,59.0,16.0,,,,859.0,0.0,615EMR7,6971696.22790094,606870.43117477,5
908,TORONTO BUTTONVILLE A,43.862,-79.37,ON,-13.3,0.0,-7.7,-1.8,0.0,-26.8,0.0,46.7,0.0,156.0,36.2,0.0,72.0,23.0,8.0,,,,876.3,0.0,615HMAK,6741745.227880219,577521.6322226385,5
909,TORONTO NORTH YORK,43.78,-79.468,ON,-12.4,0.0,,-1.0,0.0,-26.5,0.0,51.4,0.0,,39.2,0.0,,27.0,6.0,,,,851.1,0.0,615S001,6730848.130200321,564884.2104466511,5
910,COE HILL,44.923,-77.885,ON,-17.2,9.0,,-4.0,9.0,-31.5,9.0,22.5,9.0,,22.5,9.0,,,7.0,,,,669.5,0.0,6161740,6906869.616192971,742632.9955584211,5
911,HALIBURTON 3,45.032,-78.531,ON,-17.4,0.0,-8.3,-3.0,0.0,-37.5,0.0,55.7,0.0,106.0,55.7,0.0,75.0,52.0,13.0,,,,991.4,0.0,6163171,6835037.727405067,759766.8857844798,5
912,PETERBOROUGH,44.23,-78.363,ON,-15.8,1.0,,-2.0,1.0,-31.0,1.0,,,,2.0,4.0,,,1.0,,,,912.4,0.0,6166415,6853718.466284894,634451.1652201135,5
913,PETERBOROUGH TRENT U,44.35,-78.3,ON,-16.0,10.0,,-3.6,6.0,-29.1,6.0,,,,4.3,24.0,,36.0,2.0,,,,612.3,0.0,6166456,6860723.74336483,653092.0138916569,5
914,BANCROFT AUTO,45.071,-77.879,ON,-17.6,0.0,,-4.1,0.0,-35.3,0.0,,,,28.4,0.0,,40.0,11.0,,,,997.7,0.0,616I001,6907536.785438679,765905.284757914,5
915,COTEAU DU LAC,45.317,-74.167,QC,-16.3,11.0,,-3.5,5.0,-30.0,6.0,76.2,0.0,,76.2,0.0,,52.0,14.0,,,,583.4,0.0,7011947,7320292.158783416,804721.3373610368,5
916,DESCHAMBAULT,46.667,-71.917,QC,-17.2,13.0,-6.9,-4.0,10.0,-34.0,9.0,18.0,4.0,,18.0,4.0,,,5.0,,,,527.6,0.0,7011982,7570480.625923948,1020802.078709499,5
917,DESCHAMBAULT,46.691,-71.972,QC,-18.5,0.0,,-1.8,0.0,-35.2,0.0,,,,28.1,0.0,,,11.0,,,,1022.4,0.0,7011983,7564364.907838292,1024691.7962425491,5
918,HEROUXVILLE,46.667,-72.6,QC,-18.8,13.0,,-4.0,5.0,-39.0,11.0,25.0,2.0,,25.0,2.0,,46.0,7.0,,,,552.1,0.0,7013100,7494534.526787512,1020802.078709499,5
919,L'ASSOMPTION,45.809,-73.435,QC,-17.4,0.0,,-4.4,0.0,-31.0,0.0,,,,32.0,0.0,,19.0,12.0,,,,990.4,0.0,7014160,7401686.806759803,882862.2816644376,5
920,LES CEDRES,45.3,-74.05,QC,-15.3,9.0,,-3.5,6.0,-29.0,6.0,63.5,2.0,,63.5,2.0,,40.0,10.0,,,,632.9,0.0,7014290,7333301.959074724,802033.5202287417,5
921,LOUISEVILLE,46.267,-73.017,QC,-18.8,22.0,-8.7,-3.0,17.0,-33.0,18.0,25.8,3.0,,25.8,3.0,,39.0,7.0,,,,220.7,0.0,7014332,7448166.2642108,956225.9574035751,5
922,OKA,45.5,-74.067,QC,-16.2,10.0,-7.3,-5.0,6.0,-27.0,5.0,39.4,2.0,,39.4,2.0,,36.0,12.0,,,,615.8,0.0,7015730,7331411.646211885,833706.1153610507,5
923,L'ETAPE,47.562,-71.229,QC,-22.7,0.0,,-8.5,0.0,-39.7,0.0,,,,32.5,0.0,,,13.0,,,,1140.7,0.0,7015791,7646982.69943181,1167043.9369337345,-1
924,RIGAUD,45.5,-74.367,QC,-16.6,12.0,-7.8,-4.5,10.0,-31.5,3.0,75.6,1.0,,75.6,1.0,,62.0,13.0,,,,554.1,0.0,7016470,7298053.183926479,833706.1153610507,5
925,RIVIERE VERTE OUEST,46.983,-71.833,QC,-18.8,16.0,-7.7,-6.0,6.0,-36.5,10.0,39.8,0.0,61.0,39.8,0.0,49.0,65.0,6.0,,,,441.9,0.0,7016675,7579820.995363862,1072155.8325265143,5
926,ST ALBAN,46.717,-72.083,QC,-17.6,14.0,-7.4,-4.0,11.0,-35.0,12.0,7.0,9.0,,7.0,9.0,,54.0,3.0,,,,498.4,0.0,7016800,7552022.276792692,1028907.6079137791,5
927,ST ALEXIS DES MONTS,46.533,-73.15,QC,-17.4,22.0,-6.9,-4.0,11.0,-35.0,19.0,28.0,0.0,64.0,28.0,0.0,49.0,50.0,7.0,,,,212.5,0.0,7016816,7433377.345930936,999116.1596521214,5
928,STE ANNE DE LA PERADE,46.583,-72.233,QC,-17.6,4.0,-7.2,-5.0,3.0,-34.0,1.0,61.6,0.0,120.0,61.6,0.0,92.0,36.0,10.0,,,,855.0,0.0,7016840,7535343.0456499895,1007201.6499288781,5
929,STE BEATRIX,46.2,-73.6,QC,-18.5,23.0,-7.7,-4.0,17.0,-35.0,19.0,17.0,3.0,,17.0,3.0,,,5.0,,,,182.3,0.0,7016902,7383339.652502831,945455.6361958515,5
930,ST CHARLES DE MANDEVILLE,46.35,-73.35,QC,-17.2,11.0,-7.0,-4.5,10.0,-33.0,5.0,28.8,3.0,,28.8,3.0,,52.0,9.0,,,,599.1,0.0,7016960,7411138.371074001,969586.567078812,5
931,STE CHRISTINE,46.817,-71.917,QC,-17.0,14.0,,-5.0,14.0,-33.0,4.0,37.8,0.0,,37.8,0.0,,66.0,7.0,,,,490.5,0.0,7017000,7570480.625923948,1045141.2286551204,5
932,ST COME,46.283,-73.75,QC,-18.6,6.0,-7.2,-3.0,4.0,-36.0,3.0,24.0,0.0,46.0,24.0,0.0,36.0,52.0,7.0,,,,805.6,0.0,7017080,7366660.421360129,958799.9210489513,5
933,ST JACQUES,45.95,-73.583,QC,-17.6,5.0,,-4.5,2.0,-34.0,4.0,28.5,0.0,,28.5,0.0,,52.0,10.0,,,,817.8,0.0,7017380,7385229.96536567,905383.3563661603,5
934,ST NARCISSE,46.533,-72.433,QC,-17.6,3.0,-7.4,-4.0,2.0,-34.0,2.0,39.6,0.0,117.0,39.6,0.0,79.0,56.0,7.0,,,,890.7,0.0,7017585,7513104.070793052,999116.1596521214,5
935,SHAWINIGAN,46.563,-72.733,QC,-17.2,0.0,,-4.2,0.0,-31.5,0.0,,,,,,,,,,,,985.9,0.0,7018001,7479745.608507648,1003966.5596809415,5
936,TROIS-RIVIERES,46.354,-72.516,QC,-16.0,0.0,,-3.6,0.0,-28.6,0.0,,,,22.8,0.0,,,10.0,,,,953.1,0.0,7018562,7503874.896227424,970230.9639991354,5
937,TROIS-RIVIERES,46.367,-72.683,QC,-18.5,0.0,,-5.1,0.0,-35.3,0.0,,,,16.3,0.0,,45.0,7.0,,,,1021.3,0.0,7018563,7485305.352221882,972325.5797911175,5
938,VALCARTIER A,46.9,-71.503,QC,-19.7,0.0,,-4.3,0.0,-38.1,0.0,,,,20.5,0.0,,,6.0,,,,1056.1,0.0,7018573,7616515.303877807,1058638.0757093383,5
939,LAC AUX SABLES,46.867,-72.4,QC,-18.6,3.0,-7.5,-4.0,1.0,-36.5,2.0,26.0,0.0,54.0,26.0,0.0,42.0,88.0,8.0,,,,915.9,0.0,701LEEH,7516773.501644447,1053269.360528551,5
940,LAC SAINT-PIERRE,46.183,-72.917,QC,-16.5,0.0,,-4.1,0.0,-30.3,0.0,,,,,,,,,,,,967.2,0.0,701LP0N,7459285.751639267,942724.9576472361,5
941,STE-FOY (U. LAVAL),46.78,-71.288,QC,-16.1,0.0,,-4.9,0.0,-27.7,0.0,,,,21.1,0.0,,43.0,9.0,,,,953.9,0.0,701Q004,7640422.201849014,1039131.2757214997,5
942,LEMIEUX,46.304,-72.061,QC,-19.0,0.0,,-4.5,0.0,-37.7,0.0,,,,31.9,0.0,,,9.0,,,,1035.2,0.0,701Q009,7554468.564026954,962179.38939544,5
943,QUEBEC/JEAN LESAGE INTL,46.804,-71.382,QC,-17.7,0.0,,-4.8,0.0,-33.8,0.0,,,,19.8,0.0,,,5.0,,,,999.8,0.0,701S001,7629969.883666253,1043029.1525965938,5
944,ARTHABASKA,46.017,-71.95,QC,-16.6,9.0,-7.1,-4.0,3.0,-31.0,7.0,26.6,5.0,,26.6,5.0,,50.0,7.0,,,,657.6,0.0,7020305,7566811.195072554,916104.9390995745,5
945,AUTEUIL,45.65,-73.733,QC,-15.6,21.0,,-5.0,19.0,-25.0,21.0,33.2,12.0,,33.2,12.0,,46.0,5.0,,,,235.5,0.0,7020392,7368550.734222967,857534.459676655,5
946,BEAUSEJOUR,46.667,-71.167,QC,-17.3,6.0,-7.1,-3.5,4.0,-31.0,3.0,51.9,0.0,78.0,51.9,0.0,64.0,64.0,10.0,,,,776.9,0.0,7020567,7653876.781637459,1020802.078709499,5
947,BONSECOURS,45.4,-72.267,QC,-16.3,24.0,-7.3,-4.0,20.0,-27.0,23.0,38.0,20.0,,38.0,20.0,,,8.0,,,,137.3,0.0,7020828,7531562.41992431,817855.8036799608,5
948,BROMPTONVILLE,45.483,-71.95,QC,-13.5,27.0,-4.9,-5.0,25.0,-24.0,24.0,40.5,8.0,,40.5,8.0,,30.0,8.0,,,,31.5,0.0,7020860,7566811.195072554,831009.5786294108,5
949,COATICOOK,45.15,-71.8,QC,-16.0,0.0,-8.1,-2.6,0.0,-28.3,0.0,56.6,2.0,,56.6,2.0,,39.0,12.0,,,,952.1,0.0,7021840,7583490.426215257,778352.3267277032,5
